clave,slug,seccion_album,equipo,nombre,apodo,dorsal,posicion,minutos,partidos,titularidades,sustituido,goles,asistencias,amarillas,rojas,partidos_equipo,minutos_por_partido_equipo,cromo_id,cromos,consultado_en
real-sociedad-84794,pablo-marin,REAL SOCIEDAD,Real Sociedad,Pablo Marín,Marin,15,Centrocampista,0,0,0,0,0,0,0,0,6,0.0,REAL-SOCIEDAD-11,REAL SOCIEDAD 11,2026-09-17
real-sociedad-84787,odriozola,REAL SOCIEDAD,Real Sociedad,Álvaro Odriozola,Odriozola,20,Defensa,0,0,0,0,0,0,0,0,6,0.0,,,2026-09-17
sevilla-fc-84829,gabriel-suazo,SEVILLA,Sevilla FC,Gabriel Suazo,Suazo,17,Defensa,540,6,6,0,0,0,2,0,6,90.0,SEVILLA-11,SEVILLA 10,2026-09-17
sevilla-fc-84823,iglesias,SEVILLA,Sevilla FC,Juan Iglesias,Iglesias,2,Defensa,540,6,6,0,1,0,1,0,6,90.0,SEVILLA-22,SEVILLA 6BIS,2026-09-17
sevilla-fc-84840,lucien-agoume,SEVILLA,Sevilla FC,Lucien Agoumé,Agoumé,6,Centrocampista,540,6,6,0,0,0,1,0,6,90.0,SEVILLA-13,SEVILLA 12,2026-09-17
sevilla-fc-85943,odisseas-vlachodimos,SEVILLA,Sevilla FC,Odysseas Vlachodimos,Odysseas,1,Portero,540,6,6,0,0,0,0,0,6,90.0,SEVILLA-03,SEVILLA 3,2026-09-17
sevilla-fc-84827,kike-salas,SEVILLA,Sevilla FC,Kike Salas,Kike Salas,4,Defensa,448,5,5,0,0,0,1,0,6,74.7,SEVILLA-07,SEVILLA 7,2026-09-17
sevilla-fc-84853,miguel-sierra,SEVILLA,Sevilla FC,Miguel Sierra,Miguel Sierra,30,Delantero,418,6,6,6,2,0,2,0,6,69.7,,,2026-09-17
sevilla-fc-84833,castrin,SEVILLA,Sevilla FC,Andrés López Gallo,A. Castrin,5,Defensa,390,5,4,0,0,0,0,0,6,65.0,SEVILLA-09,SEVILLA 9A,2026-09-17
sevilla-fc-84836,guridi,SEVILLA,Sevilla FC,Jon Guridi,Guridi,18,Centrocampista,341,6,5,5,1,0,3,0,6,56.8,SEVILLA-14,SEVILLA 13,2026-09-17
sevilla-fc-86508,robbie-ure,SEVILLA,Sevilla FC,Robbie Ure,Robbie Ure,9,Delantero,307,6,3,1,0,1,1,0,6,51.2,,,2026-09-17
sevilla-fc-84824,arouna-sangante,SEVILLA,Sevilla FC,Arouna Sangante,Sangante,12,Defensa,214,3,3,1,0,0,0,0,6,35.7,ULTIMOS-FICHAJES-17,ÚLTIMOS FICHAJES UF17,2026-09-17
sevilla-fc-87153,youssouf-fofana,SEVILLA,Sevilla FC,Youssouf Fofana,Fofana,24,Centrocampista,197,3,2,1,0,0,0,0,6,32.8,,,2026-09-17
sevilla-fc-87095,lucas-stassin,SEVILLA,Sevilla FC,Lucas Stassin,Stassin,19,Delantero,195,3,2,2,1,0,0,0,6,32.5,,,2026-09-17
sevilla-fc-84846,isaac-romero,SEVILLA,Sevilla FC,Isaac Romero,Isaac,16,Delantero,189,5,2,2,1,1,3,0,6,31.5,SEVILLA-21,SEVILLA 20,2026-09-17
sevilla-fc-84851,chidera-ejuke,SEVILLA,Sevilla FC,Chidera Ejuke,Ejuke,21,Delantero,179,5,1,1,1,0,1,0,6,29.8,SEVILLA-19,SEVILLA 18,2026-09-17
sevilla-fc-87096,felix-correia,SEVILLA,Sevilla FC,Félix Alexandre Andrade Sanches Correia,Felix,20,Delantero,164,2,2,2,0,0,0,0,6,27.3,,,2026-09-17
sevilla-fc-84849,peque-1,SEVILLA,Sevilla FC,Gerard Fernández Castellano,Peque,10,Delantero,158,3,2,2,1,0,1,0,6,26.3,SEVILLA-18,SEVILLA 17,2026-09-17
sevilla-fc-86815,giorgi,SEVILLA,Sevilla FC,Giorgi Kochorashvili,Kochorashvili,8,Centrocampista,117,4,1,1,0,1,1,0,6,19.5,,,2026-09-17
sevilla-fc-84844,nico-guillen-1,SEVILLA,Sevilla FC,Nico Guillén,Nico Guillen,27,Centrocampista,90,2,1,1,0,0,1,0,6,15.0,,,2026-09-17
sevilla-fc-86125,julio-diaz-1,SEVILLA,Sevilla FC,Julio Díaz,Julio Díaz,3,Defensa,83,4,1,1,0,0,0,0,6,13.8,,,2026-09-17
sevilla-fc-84825,jose-angel-carmona,SEVILLA,Sevilla FC,José Ángel Carmona,Carmona,22,Defensa,41,2,0,0,0,0,0,0,6,6.8,SEVILLA-05,SEVILLA 5,2026-09-17
sevilla-fc-84843,manu-bueno,SEVILLA,Sevilla FC,Manu Bueno,Manu Bueno,14,Centrocampista,27,2,0,0,0,0,0,0,6,4.5,SEVILLA-17,SEVILLA 16,2026-09-17
sevilla-fc-84838,ruben-vargas,SEVILLA,Sevilla FC,Rubén Vargas,Vargas,11,Delantero,20,1,0,0,0,0,0,0,6,3.3,SEVILLA-16,SEVILLA 15,2026-09-17
sevilla-fc-84850,alfonso-1,SEVILLA,Sevilla FC,Alfon González,Alfon,7,Delantero,10,1,0,0,0,0,0,0,6,1.7,,,2026-09-17
sevilla-fc-84845,edu-altozano,SEVILLA,Sevilla FC,Edu Altozano,Edu Altozano,39,Centrocampista,0,0,0,0,0,0,0,0,6,0.0,,,2026-09-17
sevilla-fc-86277,francisco-gonzalez,SEVILLA,Sevilla FC,Fran González,Fran González,13,Portero,0,0,0,0,0,0,0,0,6,0.0,,,2026-09-17
sevilla-fc-84830,fabio-cardoso,SEVILLA,Sevilla FC,Fábio Rafael Rodrigues Cardoso,Cardoso,,Defensa,0,0,0,0,0,0,0,0,6,0.0,,,2026-09-17
sevilla-fc-86394,ibrahima-sow,SEVILLA,Sevilla FC,Ibrahima Sow,Ibra,37,Delantero,0,0,0,0,0,0,0,0,6,0.0,SEVILLA-15,SEVILLA 14,2026-09-17
sevilla-fc-84835,iker-ortin,SEVILLA,Sevilla FC,Iker Munoz,Iker Muñoz,34,Defensa,0,0,0,0,0,0,0,0,6,0.0,,,2026-09-17
sevilla-fc-86828,manuel-angel-castillo,SEVILLA,Sevilla FC,Manuel Ángel Castillo,Manuel Ángel,26,Defensa,0,0,0,0,0,0,0,0,6,0.0,,,2026-09-17
sevilla-fc-84832,marcao,SEVILLA,Sevilla FC,Marcos do Nascimento Teixeira,Marcao,23,Defensa,0,0,0,0,0,0,0,0,6,0.0,SEVILLA-10,SEVILLA 9B,2026-09-17
sevilla-fc-84821,rafa-romero,SEVILLA,Sevilla FC,Rafael Romero,Rafa Romero,33,Portero,0,0,0,0,0,0,0,0,6,0.0,,,2026-09-17
valencia-cf-84857,dimitrievski,VALENCIA,Valencia CF,Stole Dimitrievski,Dimitrievski,1,Portero,540,6,6,0,0,0,1,0,6,90.0,VALENCIA-03,VALENCIA 3,2026-09-17
valencia-cf-84884,pepelu,VALENCIA,Valencia CF,José Luis García Vayá,Pepelu,18,Centrocampista,478,6,6,3,0,0,1,0,6,79.7,VALENCIA-12,VALENCIA 11,2026-09-17
valencia-cf-84882,javier-guerra,VALENCIA,Valencia CF,Javi Guerra,Javi Guerra,8,Centrocampista,475,6,6,3,0,1,1,0,6,79.2,VALENCIA-14,VALENCIA 13,2026-09-17
valencia-cf-84886,filip-ugrinic,VALENCIA,Valencia CF,Filip Ugrinic,Ugrinic,23,Centrocampista,464,6,5,1,0,0,0,0,6,77.3,VALENCIA-16,VALENCIA 15,2026-09-17
valencia-cf-84889,arnaut-danjuma,VALENCIA,Valencia CF,Arnaut Danjuma,Danjuma,7,Centrocampista,438,6,5,2,0,0,0,0,6,73.0,VALENCIA-24,VALENCIA 19BIS,2026-09-17
valencia-cf-84871,j-vazquez-1,VALENCIA,Valencia CF,Jesús Vázquez,J. Vázquez,21,Defensa,339,6,4,1,0,0,0,0,6,56.5,VALENCIA-11,VALENCIA 10,2026-09-17
valencia-cf-84867,cesar-tarrega,VALENCIA,Valencia CF,César Tárrega,Tárrega,5,Defensa,330,5,4,1,0,0,0,0,6,55.0,VALENCIA-07,VALENCIA 7,2026-09-17
valencia-cf-85603,ryunosuke-sato,VALENCIA,Valencia CF,Ryunosuke Sato,Ryunosuke,39,Centrocampista,297,5,4,3,0,0,2,0,6,49.5,ULTIMOS-FICHAJES-14,ÚLTIMOS FICHAJES UF14,2026-09-17
valencia-cf-84861,diakhaby,VALENCIA,Valencia CF,Mouctar Diakhaby,Diakhaby,4,Defensa,287,4,3,1,0,0,2,0,6,47.8,VALENCIA-09,VALENCIA 8B,2026-09-17
valencia-cf-84868,gaya,VALENCIA,Valencia CF,José Gayà,Gayà,14,Defensa,278,4,3,2,0,0,0,0,6,46.3,VALENCIA-10,VALENCIA 9,2026-09-17
valencia-cf-84881,g-rodriguez,VALENCIA,Valencia CF,Guido Rodríguez,G. Rodriguez,2,Centrocampista,248,3,3,2,0,0,1,0,6,41.3,VALENCIA-13,VALENCIA 12,2026-09-17
valencia-cf-86902,arnau-1,VALENCIA,Valencia CF,Arnau Martínez,Arnau,22,Defensa,242,4,3,2,0,0,1,0,6,40.3,,,2026-09-17
valencia-cf-86791,maffeo,VALENCIA,Valencia CF,Pablo Maffeo,Maffeo,24,Defensa,240,5,3,3,0,0,1,0,6,40.0,,,2026-09-17
valencia-cf-85604,aliou-dieng,VALENCIA,Valencia CF,Aliou Dieng,Dieng,15,Centrocampista,227,5,2,0,0,0,0,0,6,37.8,VALENCIA-23,VALENCIA 16BIS,2026-09-17
valencia-cf-84895,david-otorbi,VALENCIA,Valencia CF,David Otorbi,Otorbi,27,Delantero,218,5,2,1,0,0,0,0,6,36.3,,,2026-09-17
valencia-cf-84890,hugo-duro,VALENCIA,Valencia CF,Hugo Duro,Hugo Duro,9,Delantero,176,6,2,2,0,0,0,0,6,29.3,VALENCIA-18,VALENCIA 17,2026-09-17
valencia-cf-84888,sadiq,VALENCIA,Valencia CF,Umar Sadiq,Sadiq,6,Delantero,158,3,1,0,1,0,0,0,6,26.3,VALENCIA-21,VALENCIA 20A,2026-09-17
valencia-cf-84862,justin-de-haas,VALENCIA,Valencia CF,Justin de Haas,De Haas,12,Defensa,127,2,2,2,0,0,1,0,6,21.2,ULTIMOS-FICHAJES-09,ÚLTIMOS FICHAJES UF9,2026-09-17
valencia-cf-84891,l-rioja,VALENCIA,Valencia CF,Luis Rioja,L. Rioja,11,Centrocampista,114,3,1,2,1,0,0,0,6,19.0,VALENCIA-15,VALENCIA 14,2026-09-17
valencia-cf-84876,iker-cordoba,VALENCIA,Valencia CF,Iker Córdoba,I. Córdoba,36,Defensa,102,3,0,0,0,0,0,0,6,17.0,,,2026-09-17
valencia-cf-84878,aaron-mayol,VALENCIA,Valencia CF,Aaron Mayol,Mayol,33,Centrocampista,90,1,1,0,0,0,1,0,6,15.0,,,2026-09-17
valencia-cf-87068,harvey-elliott,VALENCIA,Valencia CF,Harvey Elliott,Elliott,10,Centrocampista,64,2,0,0,0,0,0,0,6,10.7,,,2026-09-17
valencia-cf-84894,dani-raba,VALENCIA,Valencia CF,Dani Raba,Raba,19,Delantero,8,1,0,0,0,0,0,0,6,1.3,,,2026-09-17
valencia-cf-84896,aimar-blazquez,VALENCIA,Valencia CF,Aimar Blázquez,Aimar,37,Delantero,0,0,0,0,0,0,0,0,6,0.0,,,2026-09-17
valencia-cf-84874,alex-panach,VALENCIA,Valencia CF,Alejandro Panach Olmo,Panach,29,Defensa,0,0,0,0,0,0,0,0,6,0.0,,,2026-09-17
valencia-cf-84858,c-rivero,VALENCIA,Valencia CF,Cristian Rivero,C.rivero,13,Portero,0,0,0,0,0,0,0,0,6,0.0,VALENCIA-04,VALENCIA 4,2026-09-17
valencia-cf-84863,foulquier,VALENCIA,Valencia CF,Dimitri Foulquier,Foulquier,20,Defensa,0,0,0,0,0,0,0,0,6,0.0,VALENCIA-05,VALENCIA 5,2026-09-17
valencia-cf-86456,jaume-dura,VALENCIA,Valencia CF,Jaume Durá,Jaume Durà,38,Centrocampista,0,0,0,0,0,0,0,0,6,0.0,,,2026-09-17
valencia-cf-84866,copete,VALENCIA,Valencia CF,José Manuel Arias Copete,Copete,3,Defensa,0,0,0,0,0,0,0,0,6,0.0,VALENCIA-06,VALENCIA 6,2026-09-17
valencia-cf-86864,kayne-van-oevelen,VALENCIA,Valencia CF,Kayne van Oevelen,Van Oevelen,25,Portero,0,0,0,0,0,0,0,0,6,0.0,,,2026-09-17
valencia-cf-84875,marcos-navarro,VALENCIA,Valencia CF,Marcos Navarro,M. Navarro,41,Defensa,0,0,0,0,0,0,0,0,6,0.0,,,2026-09-17
valencia-cf-86455,rodrigo-gamon,VALENCIA,Valencia CF,Rodrigo Gamón,Gamón,31,Defensa,0,0,0,0,0,0,0,0,6,0.0,,,2026-09-17
valencia-cf-84880,sergi-canos,VALENCIA,Valencia CF,Sergi Canós,Tenés,,Delantero,0,0,0,0,0,0,0,0,6,0.0,,,2026-09-17
villarreal-cf-84917,renato-veiga,VILLARREAL,Villarreal CF,Renato Palma Veiga,Renato Veiga,12,Defensa,450,5,5,0,0,1,1,0,5,90.0,VILLARREAL-12,VILLARREAL 9,2026-09-17
villarreal-cf-84929,nicolas-pepe,VILLARREAL,Villarreal CF,Nicolas Pépé,Pepe,19,Centrocampista,412,5,5,3,2,0,1,0,5,82.4,VILLARREAL-21,VILLARREAL 18,2026-09-17
villarreal-cf-84920,pape-alassane-gueye,VILLARREAL,Villarreal CF,Pape Gueye,Gueye,18,Centrocampista,386,5,5,2,1,0,1,0,5,77.2,VILLARREAL-14,VILLARREAL 11,2026-09-17
villarreal-cf-84926,georges-mikautadze,VILLARREAL,Villarreal CF,Georges Mikautadze,Mikautadze,9,Delantero,369,5,4,2,1,1,0,0,5,73.8,VILLARREAL-22,VILLARREAL 19,2026-09-17
villarreal-cf-84915,carlos-romero,VILLARREAL,Villarreal CF,Carlos Romero,C. Romero,20,Defensa,360,4,4,0,0,0,1,0,5,72.0,,,2026-09-17
villarreal-cf-84901,luiz-junior-1,VILLARREAL,Villarreal CF,Luiz Lúcio Reis Júnior,Júnior R.,1,Portero,360,4,4,0,0,0,0,0,5,72.0,VILLARREAL-03,VILLARREAL 3,2026-09-17
villarreal-cf-84918,santi-c-v,VILLARREAL,Villarreal CF,Santi Comesaña,Santi C.v.,14,Centrocampista,320,5,4,3,0,0,1,0,5,64.0,VILLARREAL-15,VILLARREAL 12,2026-09-17
villarreal-cf-84910,santiago-mourino,VILLARREAL,Villarreal CF,Santiago Mouriño,Mouriño,15,Defensa,316,4,4,3,0,0,2,0,5,63.2,VILLARREAL-05,VILLARREAL 5,2026-09-17
villarreal-cf-84925,gerard,VILLARREAL,Villarreal CF,Gerard Moreno,Gerard,7,Delantero,273,5,3,3,2,0,0,0,5,54.6,VILLARREAL-23,VILLARREAL 20,2026-09-17
villarreal-cf-84909,foyth,VILLARREAL,Villarreal CF,Juan Foyth,Foyth,8,Defensa,270,3,3,0,0,0,2,0,5,54.0,VILLARREAL-08,VILLARREAL 7A,2026-09-17
villarreal-cf-84922,a-moleiro,VILLARREAL,Villarreal CF,Alberto Moleiro,A. Moleiro,10,Centrocampista,240,5,3,3,0,1,0,0,5,48.0,VILLARREAL-17,VILLARREAL 14,2026-09-17
villarreal-cf-84931,ayoze-perez,VILLARREAL,Villarreal CF,Ayoze Pérez,Ayoze,22,Delantero,221,5,3,3,0,1,0,0,5,44.2,VILLARREAL-20,VILLARREAL 17,2026-09-17
villarreal-cf-84928,tajon-buchanan,VILLARREAL,Villarreal CF,Tajon Buchanan,Buchanan,17,Centrocampista,209,5,2,2,0,0,1,0,5,41.8,VILLARREAL-18,VILLARREAL 15,2026-09-17
villarreal-cf-84906,alexander-freeman,VILLARREAL,Villarreal CF,Alex Freeman,Freeman,3,Defensa,134,4,1,0,0,0,0,0,5,26.8,VILLARREAL-09,VILLARREAL 7B,2026-09-17
villarreal-cf-86898,nathan-saliba,VILLARREAL,Villarreal CF,Nathan Saliba,Saliba,24,Centrocampista,126,2,1,0,0,0,0,0,5,25.2,,,2026-09-17
villarreal-cf-84908,pau-navarro,VILLARREAL,Villarreal CF,Pau Navarro,Pau Navarro,6,Defensa,90,1,1,0,0,0,0,0,5,18.0,VILLARREAL-06,VILLARREAL 6A,2026-09-17
villarreal-cf-86291,peter-gulacsi,VILLARREAL,Villarreal CF,Péter Gulácsi,Gulácsi,25,Portero,90,1,1,0,0,0,0,0,5,18.0,VILLARREAL-24,VILLARREAL 4BIS,2026-09-17
villarreal-cf-84911,sergi-cardona,VILLARREAL,Villarreal CF,Sergi Cardona,S. Cardona,23,Defensa,90,1,1,0,0,0,0,0,5,18.0,VILLARREAL-13,VILLARREAL 10,2026-09-17
villarreal-cf-84905,logan-costa,VILLARREAL,Villarreal CF,Logan Evans Costa,Costa,2,Defensa,83,1,1,1,0,0,0,0,5,16.6,VILLARREAL-07,VILLARREAL 6B,2026-09-17
villarreal-cf-84930,tani-oluwaseyi,VILLARREAL,Villarreal CF,Tani Oluwaseyi,Oluwaseyi,21,Delantero,55,4,0,0,0,0,0,0,5,11.0,VILLARREAL-19,VILLARREAL 16,2026-09-17
villarreal-cf-84927,ilias-akhomach,VILLARREAL,Villarreal CF,Ilias Akhomach,I. Akhomach,11,Delantero,51,4,0,0,0,0,0,0,5,10.2,,,2026-09-17
villarreal-cf-84923,carlos-macia-1,VILLARREAL,Villarreal CF,Carlos Maciá,Macia,16,Centrocampista,45,2,0,0,0,0,0,0,5,9.0,VILLARREAL-16,VILLARREAL 13,2026-09-17
villarreal-cf-84924,alassane-diatta,VILLARREAL,Villarreal CF,Alassane Diatta,A. Diatta,5,Centrocampista,0,0,0,0,0,0,0,0,5,0.0,,,2026-09-17
villarreal-cf-86066,cheikh-thiam,VILLARREAL,Villarreal CF,Cheikh Thiam,Cheikh,30,Centrocampista,0,0,0,0,0,0,0,0,5,0.0,,,2026-09-17
villarreal-cf-86067,nizar-jmili,VILLARREAL,Villarreal CF,Nizar El Jmili Ben Hamou,Nizar,27,Centrocampista,0,0,0,0,0,0,0,0,5,0.0,,,2026-09-17
villarreal-cf-84904,ruben-gomez-peris,VILLARREAL,Villarreal CF,Rubén Gómez,Ruben Gomez,13,Portero,0,0,0,0,0,0,0,0,5,0.0,,,2026-09-17
