clave,squad_id,team_slug,seccion_album,equipo,dorsal,posicion,posicion_slug,rol,rol_slug,nombre,apodo,nombre_pila,apellidos,fecha_nacimiento,lugar_nacimiento,pais,altura_cm,peso_kg,internacional,activo,cedido,cedido_fuera,foto_url,foto_grande_url,foto_cuadrada_url,person_id,opta_id,temporada
d-alaves-84216,84216,d-alaves,DEPORTIVO ALAVÉS,Deportivo Alavés,,Entrenador,entrenador,Entrenador,entrenador,Enrique Sánchez Flores,Sanchez Flores,Enrique,Sánchez Flores,1965-02-02,,ES,,,false,true,false,false,https://assets.laliga.com/assets/useful/default-player/512x556/manager_001.png,https://assets.laliga.com/assets/useful/default-player/1024x1113/manager_001.png,https://assets.laliga.com/assets/useful/default-player/512x512/manager_002.jpeg,1724,man261,2026
d-alaves-84179,84179,d-alaves,DEPORTIVO ALAVÉS,Deportivo Alavés,1,Portero,portero,Jugador,jugador,Antonio Sivera,Sivera,Antonio,Sivera,1996-08-11,Jávea,ES,184,75,false,true,false,false,https://assets.laliga.com/squad/2026/t173/p176245/512x556/p176245_t173_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t173/p176245/1024x1113/p176245_t173_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t173/p176245/512x512/p176245_t173_2026_0_002_000.jpg,1290,p176245,2026
d-alaves-84181,84181,d-alaves,DEPORTIVO ALAVÉS,Deportivo Alavés,13,Portero,portero,Jugador,jugador,Adrián Rodríguez,A. Rodriguez,Adrián,Rodríguez,2000-12-12,Palma de Mallorca,AR,195,82,false,true,false,false,https://assets.laliga.com/assets/useful/default-player/512x556/male_1_001.png,https://assets.laliga.com/assets/useful/default-player/1024x1113/male_1_001.png,https://assets.laliga.com/assets/useful/default-player/512x512/male_1_002.jpeg,12600,p466131,2026
d-alaves-84182,84182,d-alaves,DEPORTIVO ALAVÉS,Deportivo Alavés,31,Portero,portero,Jugador,jugador,Grégoire Swiderski,Swiderski,Grégoire,Swiderski,2005-10-05,,CA,187,72,false,true,false,false,https://assets.laliga.com/squad/2026/t173/p573143/512x556/p573143_t173_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t173/p573143/1024x1113/p573143_t173_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t173/p573143/512x512/p573143_t173_2026_0_002_000.jpg,39982,p573143,2026
d-alaves-86395,86395,d-alaves,DEPORTIVO ALAVÉS,Deportivo Alavés,2,Defensa,defensa,Jugador,jugador,Nicolás Valentini,Valentini,Nicolás,Valentini,2001-04-06,Junín,AR,184,79,false,true,false,false,https://assets.laliga.com/squad/2026/t173/default/512x556/default_t173_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t173/default/1024x1113/default_t173_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t173/default/512x512/default_t173_2026_0_002_000.jpg,39841,p536665,2026
d-alaves-84186,84186,d-alaves,DEPORTIVO ALAVÉS,Deportivo Alavés,3,Defensa,defensa,Jugador,jugador,Youssef Enriquez,Youssef,Youssef,Enriquez,2005-10-07,Madrid,MA,175,68,false,true,false,false,https://assets.laliga.com/squad/2026/t173/p554656/512x556/p554656_t173_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t173/p554656/1024x1113/p554656_t173_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t173/p554656/512x512/p554656_t173_2026_0_002_000.jpg,39685,p554656,2026
d-alaves-84185,84185,d-alaves,DEPORTIVO ALAVÉS,Deportivo Alavés,5,Defensa,defensa,Jugador,jugador,Facundo Garcés,F. Garcés,Facundo,Garcés,1999-09-05,Santa Fé,MY,191,82,false,true,false,false,https://assets.laliga.com/squad/2026/t173/p422507/512x556/p422507_t173_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t173/p422507/1024x1113/p422507_t173_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t173/p422507/512x512/p422507_t173_2026_0_002_000.jpg,39842,p422507,2026
d-alaves-84187,84187,d-alaves,DEPORTIVO ALAVÉS,Deportivo Alavés,7,Defensa,defensa,Jugador,jugador,Ángel Pérez,Ángel P.,Ángel,Pérez,2002-06-08,,ES,183,,false,true,false,false,https://assets.laliga.com/squad/2026/t173/p633295/512x556/p633295_t173_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t173/p633295/1024x1113/p633295_t173_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t173/p633295/512x512/p633295_t173_2026_0_002_000.jpg,34740,p633295,2026
d-alaves-84209,84209,d-alaves,DEPORTIVO ALAVÉS,Deportivo Alavés,12,Defensa,defensa,Jugador,jugador,Hugo Novoa,Novoa,Hugo,Novoa,2003-01-24,Bertamiráns,ES,182,69,false,true,false,false,https://assets.laliga.com/squad/2026/t173/default/512x556/default_t173_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t173/default/1024x1113/default_t173_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t173/default/512x512/default_t173_2026_0_002_000.jpg,14762,p493055,2026
d-alaves-84189,84189,d-alaves,DEPORTIVO ALAVÉS,Deportivo Alavés,14,Defensa,defensa,Jugador,jugador,Nahuel Tenaglia,N. Tenaglia,Nahuel,Tenaglia,1996-02-21,Saladillo,AR,180,73,false,true,false,false,https://assets.laliga.com/squad/2026/t173/p432855/512x556/p432855_t173_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t173/p432855/1024x1113/p432855_t173_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t173/p432855/512x512/p432855_t173_2026_0_002_000.jpg,25476,p432855,2026
d-alaves-84184,84184,d-alaves,DEPORTIVO ALAVÉS,Deportivo Alavés,16,Defensa,defensa,Jugador,jugador,Ville Koski,Koski,Ville,Koski,2002-01-27,,FI,185,,false,true,false,false,https://assets.laliga.com/squad/2026/t173/p519810/512x556/p519810_t173_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t173/p519810/1024x1113/p519810_t173_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t173/p519810/512x512/p519810_t173_2026_0_002_000.jpg,20161,p519810,2026
d-alaves-84190,84190,d-alaves,DEPORTIVO ALAVÉS,Deportivo Alavés,17,Defensa,defensa,Jugador,jugador,Jonny Otto,J. Otto,Jonny,Otto,1994-03-03,Vigo,ES,175,70,false,true,false,false,https://assets.laliga.com/squad/2026/t173/p114128/512x556/p114128_t173_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t173/p114128/1024x1113/p114128_t173_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t173/p114128/512x512/p114128_t173_2026_0_002_000.jpg,594,p114128,2026
d-alaves-85802,85802,d-alaves,DEPORTIVO ALAVÉS,Deportivo Alavés,18,Defensa,defensa,Jugador,jugador,Mikel Rodríguez,Mikel R.,Mikel,Rodríguez,2002-04-03,,ES,175,65,false,true,false,false,https://assets.laliga.com/squad/2026/t173/default/512x556/default_t173_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t173/default/1024x1113/default_t173_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t173/default/512x512/default_t173_2026_0_002_000.jpg,39527,p631521,2026
d-alaves-84195,84195,d-alaves,DEPORTIVO ALAVÉS,Deportivo Alavés,27,Defensa,defensa,Jugador,jugador,Xanet Oláiz,Xanet Olaiz,Xanet,Oláiz,2005-06-18,Astigarraga,ES,183,,false,true,false,false,https://assets.laliga.com/squad/2026/t173/p554646/512x556/p554646_t173_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t173/p554646/1024x1113/p554646_t173_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t173/p554646/512x512/p554646_t173_2026_0_002_000.jpg,44473,p554646,2026
d-alaves-84199,84199,d-alaves,DEPORTIVO ALAVÉS,Deportivo Alavés,4,Centrocampista,centrocampista,Jugador,jugador,Denis Suárez,Denis Suárez,Denis,Suárez,1994-01-06,Salceda de Caselas,ES,176,69,true,true,false,false,https://assets.laliga.com/squad/2026/t173/p89572/512x556/p89572_t173_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t173/p89572/1024x1113/p89572_t173_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t173/p89572/512x512/p89572_t173_2026_0_002_000.jpg,530,p89572,2026
d-alaves-84200,84200,d-alaves,DEPORTIVO ALAVÉS,Deportivo Alavés,6,Centrocampista,centrocampista,Jugador,jugador,Ander Guevara,Guevara,Ander,Guevara,1997-07-07,Vitoria,ES,180,73,false,true,false,false,https://assets.laliga.com/squad/2026/t173/p431644/512x556/p431644_t173_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t173/p431644/1024x1113/p431644_t173_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t173/p431644/512x512/p431644_t173_2026_0_002_000.jpg,6270,p431644,2026
d-alaves-84201,84201,d-alaves,DEPORTIVO ALAVÉS,Deportivo Alavés,8,Centrocampista,centrocampista,Jugador,jugador,Antonio Blanco,Blanco,Antonio,Blanco,2000-07-23,Montalbán,ES,176,70,false,true,false,false,https://assets.laliga.com/squad/2026/t173/p437465/512x556/p437465_t173_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t173/p437465/1024x1113/p437465_t173_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t173/p437465/512x512/p437465_t173_2026_0_002_000.jpg,17025,p437465,2026
d-alaves-84202,84202,d-alaves,DEPORTIVO ALAVÉS,Deportivo Alavés,10,Centrocampista,centrocampista,Jugador,jugador,Carles Aleñá,C. Aleñá,Carles,Aleñá,1998-01-05,Mataró,ES,180,70,false,true,false,false,https://assets.laliga.com/squad/2026/t173/p179271/512x556/p179271_t173_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t173/p179271/1024x1113/p179271_t173_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t173/p179271/512x512/p179271_t173_2026_0_002_000.jpg,4319,p179271,2026
d-alaves-84203,84203,d-alaves,DEPORTIVO ALAVÉS,Deportivo Alavés,19,Centrocampista,centrocampista,Jugador,jugador,Pablo Ibáñez,Ibáñez,Pablo,Ibáñez,1998-09-20,Pamplona,ES,179,74,false,true,false,false,https://assets.laliga.com/squad/2026/t173/p522856/512x556/p522856_t173_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t173/p522856/1024x1113/p522856_t173_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t173/p522856/512x512/p522856_t173_2026_0_002_000.jpg,16650,p522856,2026
d-alaves-84210,84210,d-alaves,DEPORTIVO ALAVÉS,Deportivo Alavés,21,Centrocampista,centrocampista,Jugador,jugador,Abde Rebbach,A. Rebbach,Abde,Rebbach,1998-08-11,Bilda,DZ,176,68,false,true,false,false,https://assets.laliga.com/squad/2026/t173/p586866/512x556/p586866_t173_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t173/p586866/1024x1113/p586866_t173_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t173/p586866/512x512/p586866_t173_2026_0_002_000.jpg,27754,p586866,2026
d-alaves-84204,84204,d-alaves,DEPORTIVO ALAVÉS,Deportivo Alavés,23,Centrocampista,centrocampista,Jugador,jugador,Carlos Protesoni,C. Protesoni,Carlos,Protesoni,1998-03-30,,UY,185,76,false,true,false,false,https://assets.laliga.com/squad/2026/t173/p244707/512x556/p244707_t173_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t173/p244707/1024x1113/p244707_t173_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t173/p244707/512x512/p244707_t173_2026_0_002_000.jpg,27242,p244707,2026
d-alaves-84198,84198,d-alaves,DEPORTIVO ALAVÉS,Deportivo Alavés,24,Centrocampista,centrocampista,Jugador,jugador,Selu Diallo,Selu Diallo,Selu,Diallo,2003-10-01,,GN,187,,false,true,false,false,https://assets.laliga.com/squad/2026/t173/default/512x556/default_t173_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t173/default/1024x1113/default_t173_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t173/default/512x512/default_t173_2026_0_002_000.jpg,33382,p611627,2026
d-alaves-84206,84206,d-alaves,DEPORTIVO ALAVÉS,Deportivo Alavés,9,Delantero,delantero,Jugador,jugador,Mariano Díaz,Mariano,Mariano,Díaz,1993-08-01,Barcelona,DO,180,76,false,true,false,false,https://assets.laliga.com/squad/2026/t173/p178347/512x556/p178347_t173_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t173/p178347/1024x1113/p178347_t173_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t173/p178347/512x512/p178347_t173_2026_0_002_000.jpg,1190,p178347,2026
d-alaves-84207,84207,d-alaves,DEPORTIVO ALAVÉS,Deportivo Alavés,11,Delantero,delantero,Jugador,jugador,Toni Martínez,T. Martínez,Toni,Martínez,1997-06-30,Murcia,ES,187,83,false,true,false,false,https://assets.laliga.com/squad/2026/t173/p178867/512x556/p178867_t173_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t173/p178867/1024x1113/p178867_t173_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t173/p178867/512x512/p178867_t173_2026_0_002_000.jpg,7480,p178867,2026
d-alaves-84208,84208,d-alaves,DEPORTIVO ALAVÉS,Deportivo Alavés,15,Delantero,delantero,Jugador,jugador,Lucas Boyé,Lucas Boyé,Lucas,Boyé,1996-02-28,San Gregorio,AR,179,81,false,true,false,false,https://assets.laliga.com/squad/2026/t173/p193774/512x556/p193774_t173_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t173/p193774/1024x1113/p193774_t173_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t173/p193774/512x512/p193774_t173_2026_0_002_000.jpg,7482,p193774,2026
d-alaves-84213,84213,d-alaves,DEPORTIVO ALAVÉS,Deportivo Alavés,20,Delantero,delantero,Jugador,jugador,Aitor Mañas,Mañas,Aitor,Mañas,2003-01-05,Madrid,ES,185,,false,true,false,false,https://assets.laliga.com/squad/2026/t173/p551482/512x556/p551482_t173_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t173/p551482/1024x1113/p551482_t173_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t173/p551482/512x512/p551482_t173_2026_0_002_000.jpg,35424,p551482,2026
d-alaves-86053,86053,d-alaves,DEPORTIVO ALAVÉS,Deportivo Alavés,22,Delantero,delantero,Jugador,jugador,Miguel Rodríguez,Miguel,Miguel,Rodríguez,2003-04-29,,ES,179,73,false,true,false,false,https://assets.laliga.com/squad/2026/t173/default/512x556/default_t173_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t173/default/1024x1113/default_t173_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t173/default/512x512/default_t173_2026_0_002_000.jpg,14920,p494932,2026
d-alaves-86136,86136,d-alaves,DEPORTIVO ALAVÉS,Deportivo Alavés,,Segundo entrenador,segundo-entrenador,Segundo entrenador,segundo-entrenador,Antonio Díaz,Carlavilla,Antonio,Díaz,1968-02-23,,ES,,,false,true,false,false,https://assets.laliga.com/assets/useful/default-player/512x556/manager_001.png,https://assets.laliga.com/assets/useful/default-player/1024x1113/manager_001.png,https://assets.laliga.com/assets/useful/default-player/512x512/manager_002.jpeg,11885,man49942,2026
athletic-club-84261,84261,athletic-club,ATHLETIC CLUB DE BILBAO,Athletic Club,,Entrenador,entrenador,Entrenador,entrenador,Edin Terzic,Terzic,Edin,Terzic,1982-10-30,Menden,DE,,,false,true,false,false,https://assets.laliga.com/assets/useful/default-player/512x556/manager_001.png,https://assets.laliga.com/assets/useful/default-player/1024x1113/manager_001.png,https://assets.laliga.com/assets/useful/default-player/512x512/manager_002.jpeg,17175,man50573,2026
athletic-club-84217,84217,athletic-club,ATHLETIC CLUB DE BILBAO,Athletic Club,1,Portero,portero,Jugador,jugador,Unai Simón,Unai Simon,Unai,Simón,1997-06-11,Vitoria-Gasteiz,ES,190,88,false,true,false,false,https://assets.laliga.com/squad/2026/t174/p212769/512x556/p212769_t174_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t174/p212769/1024x1113/p212769_t174_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t174/p212769/512x512/p212769_t174_2026_0_002_000.jpg,2001,p212769,2026
athletic-club-84219,84219,athletic-club,ATHLETIC CLUB DE BILBAO,Athletic Club,13,Portero,portero,Jugador,jugador,Álex Padilla,Padilla,Álex,Padilla,2003-09-01,Zarautz,MX,190,83,false,true,false,false,https://assets.laliga.com/squad/2026/t174/p564564/512x556/p564564_t174_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t174/p564564/1024x1113/p564564_t174_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t174/p564564/512x512/p564564_t174_2026_0_002_000.jpg,27916,p564564,2026
athletic-club-84221,84221,athletic-club,ATHLETIC CLUB DE BILBAO,Athletic Club,3,Defensa,defensa,Jugador,jugador,Dani Vivian,Vivian,Dani,Vivian,1999-07-05,Vitoria,ES,183,78,false,true,false,false,https://assets.laliga.com/squad/2026/t174/p437554/512x556/p437554_t174_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t174/p437554/1024x1113/p437554_t174_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t174/p437554/512x512/p437554_t174_2026_0_002_000.jpg,8225,p437554,2026
athletic-club-84222,84222,athletic-club,ATHLETIC CLUB DE BILBAO,Athletic Club,4,Defensa,defensa,Jugador,jugador,Aitor Paredes,Paredes,Aitor,Paredes,2000-04-29,Bilbao,ES,186,76,false,true,false,false,https://assets.laliga.com/squad/2026/t174/p440593/512x556/p440593_t174_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t174/p440593/1024x1113/p440593_t174_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t174/p440593/512x512/p440593_t174_2026_0_002_000.jpg,15047,p440593,2026
athletic-club-84223,84223,athletic-club,ATHLETIC CLUB DE BILBAO,Athletic Club,5,Defensa,defensa,Jugador,jugador,Yeray Álvarez,Yeray,Yeray,Álvarez,1995-01-24,Barakaldo,ES,182,78,false,true,false,false,https://assets.laliga.com/squad/2026/t174/p197319/512x556/p197319_t174_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t174/p197319/1024x1113/p197319_t174_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t174/p197319/512x512/p197319_t174_2026_0_002_000.jpg,2007,p197319,2026
athletic-club-84224,84224,athletic-club,ATHLETIC CLUB DE BILBAO,Athletic Club,12,Defensa,defensa,Jugador,jugador,Jesús Areso,Areso,Jesús,Areso,1999-07-02,Cascante,ES,182,81,false,true,false,false,https://assets.laliga.com/squad/2026/t174/p437549/512x556/p437549_t174_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t174/p437549/1024x1113/p437549_t174_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t174/p437549/512x512/p437549_t174_2026_0_002_000.jpg,13804,p437549,2026
athletic-club-84226,84226,athletic-club,ATHLETIC CLUB DE BILBAO,Athletic Club,14,Defensa,defensa,Jugador,jugador,Aymeric Laporte,Laporte,Aymeric,Laporte,1994-05-27,Agen,ES,189,86,false,true,false,false,https://assets.laliga.com/squad/2026/t174/p146941/512x556/p146941_t174_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t174/p146941/1024x1113/p146941_t174_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t174/p146941/512x512/p146941_t174_2026_0_002_000.jpg,395,p146941,2026
athletic-club-84230,84230,athletic-club,ATHLETIC CLUB DE BILBAO,Athletic Club,15,Defensa,defensa,Jugador,jugador,Hugo Rincón,H. Rincón,Hugo,Rincón,2003-01-27,Valtierra,ES,183,75,false,true,false,false,https://assets.laliga.com/squad/2026/t174/default/512x556/default_t174_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t174/default/1024x1113/default_t174_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t174/default/512x512/default_t174_2026_0_002_000.jpg,32767,p620583,2026
athletic-club-84227,84227,athletic-club,ATHLETIC CLUB DE BILBAO,Athletic Club,17,Defensa,defensa,Jugador,jugador,Yuri Berchiche,Yuri,Yuri,Berchiche,1990-02-10,Zarautz,ES,181,79,false,true,false,false,https://assets.laliga.com/squad/2026/t174/p42670/512x556/p42670_t174_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t174/p42670/1024x1113/p42670_t174_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t174/p42670/512x512/p42670_t174_2026_0_002_000.jpg,157,p42670,2026
athletic-club-84244,84244,athletic-club,ATHLETIC CLUB DE BILBAO,Athletic Club,20,Defensa,defensa,Jugador,jugador,Alejandro Rego,Rego,Alejandro,Rego,2003-06-11,Bilbao,ES,192,79,false,true,false,false,https://assets.laliga.com/squad/2026/t174/p631986/512x556/p631986_t174_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t174/p631986/1024x1113/p631986_t174_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t174/p631986/512x512/p631986_t174_2026_0_002_000.jpg,40321,p631986,2026
athletic-club-84233,84233,athletic-club,ATHLETIC CLUB DE BILBAO,Athletic Club,30,Defensa,defensa,Jugador,jugador,Iker Monreal,Monreal,Iker,Monreal,2005-07-03,Iruña,ES,185,75,false,true,false,false,https://assets.laliga.com/squad/2026/t174/p668821/512x556/p668821_t174_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t174/p668821/1024x1113/p668821_t174_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t174/p668821/512x512/p668821_t174_2026_0_002_000.jpg,42875,p668821,2026
athletic-club-86487,86487,athletic-club,ATHLETIC CLUB DE BILBAO,Athletic Club,31,Defensa,defensa,Jugador,jugador,Johaneko Louis-Jean,Johaneko,Johaneko,Louis-Jean,2004-06-28,Bayonne,FR,175,66,false,true,false,false,https://assets.laliga.com/squad/2026/t174/default/512x556/default_t174_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t174/default/1024x1113/default_t174_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t174/default/512x512/default_t174_2026_0_002_000.jpg,25358,p564923,2026
athletic-club-84241,84241,athletic-club,ATHLETIC CLUB DE BILBAO,Athletic Club,6,Centrocampista,centrocampista,Jugador,jugador,Beñat Prados,Prados,Beñat,Prados,2001-02-08,Pamplona,ES,180,72,false,true,false,false,https://assets.laliga.com/squad/2026/t174/p470506/512x556/p470506_t174_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t174/p470506/1024x1113/p470506_t174_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t174/p470506/512x512/p470506_t174_2026_0_002_000.jpg,19074,p470506,2026
athletic-club-84235,84235,athletic-club,ATHLETIC CLUB DE BILBAO,Athletic Club,8,Centrocampista,centrocampista,Jugador,jugador,Oihan Sancet,O. Sancet,Oihan,Sancet,2000-04-25,Pamplona,ES,188,73,false,true,false,false,https://assets.laliga.com/squad/2026/t174/p439772/512x556/p439772_t174_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t174/p439772/1024x1113/p439772_t174_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t174/p439772/512x512/p439772_t174_2026_0_002_000.jpg,12609,p439772,2026
athletic-club-84237,84237,athletic-club,ATHLETIC CLUB DE BILBAO,Athletic Club,16,Centrocampista,centrocampista,Jugador,jugador,Íñigo Ruiz de Galarreta,R. De Galarreta,Íñigo,Ruiz de Galarreta,1993-08-06,Eibar,ES,175,69,false,true,false,false,https://assets.laliga.com/squad/2026/t174/p96736/512x556/p96736_t174_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t174/p96736/1024x1113/p96736_t174_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t174/p96736/512x512/p96736_t174_2026_0_002_000.jpg,819,p96736,2026
athletic-club-84238,84238,athletic-club,ATHLETIC CLUB DE BILBAO,Athletic Club,18,Centrocampista,centrocampista,Jugador,jugador,Mikel Jauregizar,Jauregizar,Mikel,Jauregizar,2003-11-13,Bermeo,ES,177,74,false,true,false,false,https://assets.laliga.com/squad/2026/t174/p632021/512x556/p632021_t174_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t174/p632021/1024x1113/p632021_t174_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t174/p632021/512x512/p632021_t174_2026_0_002_000.jpg,35219,p632021,2026
athletic-club-84240,84240,athletic-club,ATHLETIC CLUB DE BILBAO,Athletic Club,23,Centrocampista,centrocampista,Jugador,jugador,Robert Navarro,Navarro,Robert,Navarro,2002-04-12,Barcelona,ES,178,65,false,true,false,false,https://assets.laliga.com/squad/2026/t174/p460265/512x556/p460265_t174_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t174/p460265/1024x1113/p460265_t174_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t174/p460265/512x512/p460265_t174_2026_0_002_000.jpg,14936,p460265,2026
athletic-club-84243,84243,athletic-club,ATHLETIC CLUB DE BILBAO,Athletic Club,24,Centrocampista,centrocampista,Jugador,jugador,Beñat Gerenabarrena,Gerenabarrena,Beñat,Gerenabarrena,2003-03-29,Lekeitio,ES,173,68,false,true,false,false,https://assets.laliga.com/squad/2026/t174/default/512x556/default_t174_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t174/default/1024x1113/default_t174_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t174/default/512x512/default_t174_2026_0_002_000.jpg,37628,p631990,2026
athletic-club-84248,84248,athletic-club,ATHLETIC CLUB DE BILBAO,Athletic Club,7,Delantero,delantero,Jugador,jugador,Alex Berenguer,Berenguer,Alex,Berenguer,1995-07-04,Pamplona,ES,175,73,false,true,false,false,https://assets.laliga.com/squad/2026/t174/p195385/512x556/p195385_t174_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t174/p195385/1024x1113/p195385_t174_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t174/p195385/512x512/p195385_t174_2026_0_002_000.jpg,1593,p195385,2026
athletic-club-84249,84249,athletic-club,ATHLETIC CLUB DE BILBAO,Athletic Club,9,Delantero,delantero,Jugador,jugador,Iñaki Williams,Williams,Iñaki,Williams,1994-06-15,Bilbao,GH,186,81,false,true,false,false,https://assets.laliga.com/squad/2026/t174/p197334/512x556/p197334_t174_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t174/p197334/1024x1113/p197334_t174_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t174/p197334/512x512/p197334_t174_2026_0_002_000.jpg,1702,p197334,2026
athletic-club-84250,84250,athletic-club,ATHLETIC CLUB DE BILBAO,Athletic Club,10,Delantero,delantero,Jugador,jugador,Nico Williams,Williams Jr,Nico,Williams,2002-07-12,Pamplona,ES,181,67,false,true,false,false,https://assets.laliga.com/squad/2026/t174/p523654/512x556/p523654_t174_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t174/p523654/1024x1113/p523654_t174_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t174/p523654/512x512/p523654_t174_2026_0_002_000.jpg,16889,p523654,2026
athletic-club-84252,84252,athletic-club,ATHLETIC CLUB DE BILBAO,Athletic Club,11,Delantero,delantero,Jugador,jugador,Gorka Guruzeta,Guruzeta,Gorka,Guruzeta,1996-09-12,San Sebastián,ES,188,77,false,true,false,false,https://assets.laliga.com/squad/2026/t174/p220182/512x556/p220182_t174_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t174/p220182/1024x1113/p220182_t174_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t174/p220182/512x512/p220182_t174_2026_0_002_000.jpg,4269,p220182,2026
athletic-club-84253,84253,athletic-club,ATHLETIC CLUB DE BILBAO,Athletic Club,21,Delantero,delantero,Jugador,jugador,Maroan Sannadi,Maroan,Maroan,Sannadi,2001-02-01,Vitoria-Gasteiz,MA,192,78,false,true,false,false,https://assets.laliga.com/squad/2026/t174/p611626/512x556/p611626_t174_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t174/p611626/1024x1113/p611626_t174_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t174/p611626/512x512/p611626_t174_2026_0_002_000.jpg,39083,p611626,2026
