clave,squad_id,team_slug,seccion_album,equipo,dorsal,posicion,posicion_slug,rol,rol_slug,nombre,apodo,nombre_pila,apellidos,fecha_nacimiento,lugar_nacimiento,pais,altura_cm,peso_kg,internacional,activo,cedido,cedido_fuera,foto_url,foto_grande_url,foto_cuadrada_url,person_id,opta_id,temporada
rayo-vallecano-84673,84673,rayo-vallecano,RAYO VALLECANO,Rayo Vallecano,20,Defensa,defensa,Jugador,jugador,Iván Balliu,Balliu,Iván,Balliu,1992-01-01,Caldes de Malavella,AL,172,63,false,true,false,false,https://assets.laliga.com/squad/2026/t184/p97624/512x556/p97624_t184_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t184/p97624/1024x1113/p97624_t184_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t184/p97624/512x512/p97624_t184_2026_0_002_000.jpg,12624,p97624,2026
rayo-vallecano-84677,84677,rayo-vallecano,RAYO VALLECANO,Rayo Vallecano,22,Defensa,defensa,Jugador,jugador,Pelayo Fernández,Pelayo,Pelayo,Fernández,2003-04-29,Vigo,ES,190,83,false,true,false,false,https://assets.laliga.com/squad/2026/t184/default/512x556/default_t184_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t184/default/1024x1113/default_t184_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t184/default/512x512/default_t184_2026_0_002_000.jpg,37344,p493085,2026
rayo-vallecano-84674,84674,rayo-vallecano,RAYO VALLECANO,Rayo Vallecano,24,Defensa,defensa,Jugador,jugador,Florian Lejeune,Lejeune,Florian,Lejeune,1991-05-20,Paris,FR,190,89,false,true,false,false,https://assets.laliga.com/squad/2026/t184/p77359/512x556/p77359_t184_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t184/p77359/1024x1113/p77359_t184_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t184/p77359/512x512/p77359_t184_2026_0_002_000.jpg,1484,p77359,2026
rayo-vallecano-84675,84675,rayo-vallecano,RAYO VALLECANO,Rayo Vallecano,26,Defensa,defensa,Jugador,jugador,Marco de Las Sias,De Las Sias,Marco,de Las Sias,2005-12-29,,ES,180,74,false,true,false,false,https://assets.laliga.com/squad/2026/t184/p665388/512x556/p665388_t184_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t184/p665388/1024x1113/p665388_t184_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t184/p665388/512x512/p665388_t184_2026_0_002_000.jpg,37741,p665388,2026
rayo-vallecano-84676,84676,rayo-vallecano,RAYO VALLECANO,Rayo Vallecano,27,Defensa,defensa,Jugador,jugador,Sergio Lozano,Lozano,Sergio,Lozano,2006-03-30,,ES,175,70,false,true,false,false,https://assets.laliga.com/squad/2026/t184/default/512x556/default_t184_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t184/default/1024x1113/default_t184_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t184/default/512x512/default_t184_2026_0_002_000.jpg,40229,p691217,2026
rayo-vallecano-84668,84668,rayo-vallecano,RAYO VALLECANO,Rayo Vallecano,33,Defensa,defensa,Jugador,jugador,Jozhua Vertrouwd,Jozhua V.,Jozhua,Vertrouwd,2004-08-21,Amsterdam,NL,187,73,false,true,false,false,https://assets.laliga.com/squad/2026/t184/p538671/512x556/p538671_t184_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t184/p538671/1024x1113/p538671_t184_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t184/p538671/512x512/p538671_t184_2026_0_002_000.jpg,34324,p538671,2026
rayo-vallecano-86435,86435,rayo-vallecano,RAYO VALLECANO,Rayo Vallecano,3,Centrocampista,centrocampista,Jugador,jugador,Marash Kumbulla,Kumbulla,Marash,Kumbulla,2000-02-08,Peschiera del Garda,AL,191,78,false,true,true,false,https://assets.laliga.com/squad/2026/t184/default/512x556/default_t184_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t184/default/1024x1113/default_t184_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t184/default/512x512/default_t184_2026_0_002_000.jpg,15283,p433059,2026
rayo-vallecano-84678,84678,rayo-vallecano,RAYO VALLECANO,Rayo Vallecano,4,Centrocampista,centrocampista,Jugador,jugador,Pedro Díaz,Pedro Díaz,Pedro,Díaz,1998-06-05,Siero,ES,180,75,false,true,false,false,https://assets.laliga.com/squad/2026/t184/p435065/512x556/p435065_t184_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t184/p435065/1024x1113/p435065_t184_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t184/p435065/512x512/p435065_t184_2026_0_002_000.jpg,6340,p435065,2026
rayo-vallecano-84679,84679,rayo-vallecano,RAYO VALLECANO,Rayo Vallecano,6,Centrocampista,centrocampista,Jugador,jugador,Pathé Ciss,Pathé I. Ciss,Pathé,Ciss,1994-03-16,Dakar,SN,186,71,false,true,false,false,https://assets.laliga.com/squad/2026/t184/p441175/512x556/p441175_t184_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t184/p441175/1024x1113/p441175_t184_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t184/p441175/512x512/p441175_t184_2026_0_002_000.jpg,12767,p441175,2026
rayo-vallecano-84680,84680,rayo-vallecano,RAYO VALLECANO,Rayo Vallecano,7,Centrocampista,centrocampista,Jugador,jugador,Isi Palazón,Isi,Isi,Palazón,1994-12-27,Cieza,ES,169,71,false,true,false,false,https://assets.laliga.com/squad/2026/t184/p434078/512x556/p434078_t184_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t184/p434078/1024x1113/p434078_t184_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t184/p434078/512x512/p434078_t184_2026_0_002_000.jpg,7276,p434078,2026
rayo-vallecano-84682,84682,rayo-vallecano,RAYO VALLECANO,Rayo Vallecano,8,Centrocampista,centrocampista,Jugador,jugador,Unai López,Unai Lopez,Unai,López,1995-10-30,Errenteria,ES,170,68,false,true,false,false,https://assets.laliga.com/squad/2026/t184/p183462/512x556/p183462_t184_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t184/p183462/1024x1113/p183462_t184_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t184/p183462/512x512/p183462_t184_2026_0_002_000.jpg,1590,p183462,2026
rayo-vallecano-84681,84681,rayo-vallecano,RAYO VALLECANO,Rayo Vallecano,11,Centrocampista,centrocampista,Jugador,jugador,Randy Nteka,Nteka,Randy,Nteka,1997-12-06,Paris,AO,189,75,false,true,false,false,https://assets.laliga.com/squad/2026/t184/p449300/512x556/p449300_t184_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t184/p449300/1024x1113/p449300_t184_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t184/p449300/512x512/p449300_t184_2026_0_002_000.jpg,11979,p449300,2026
rayo-vallecano-84683,84683,rayo-vallecano,RAYO VALLECANO,Rayo Vallecano,18,Centrocampista,centrocampista,Jugador,jugador,Álvaro García,Álvaro,Álvaro,García,1992-10-27,Utrera,ES,167,61,false,true,false,false,https://assets.laliga.com/squad/2026/t184/p165682/512x556/p165682_t184_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t184/p165682/1024x1113/p165682_t184_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t184/p165682/512x512/p165682_t184_2026_0_002_000.jpg,429,p165682,2026
rayo-vallecano-84692,84692,rayo-vallecano,RAYO VALLECANO,Rayo Vallecano,19,Centrocampista,centrocampista,Jugador,jugador,Jorge de Frutos,De Frutos,Jorge,de Frutos,1997-02-20,Navares De Enmedio,ES,173,72,false,true,false,false,https://assets.laliga.com/squad/2026/t184/p241153/512x556/p241153_t184_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t184/p241153/1024x1113/p241153_t184_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t184/p241153/512x512/p241153_t184_2026_0_002_000.jpg,12015,p241153,2026
rayo-vallecano-84684,84684,rayo-vallecano,RAYO VALLECANO,Rayo Vallecano,21,Centrocampista,centrocampista,Jugador,jugador,Fran Pérez,Fran Pérez,Fran,Pérez,2002-09-09,Valencia,ES,176,68,false,true,false,false,https://assets.laliga.com/squad/2026/t184/p466057/512x556/p466057_t184_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t184/p466057/1024x1113/p466057_t184_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t184/p466057/512x512/p466057_t184_2026_0_002_000.jpg,23123,p466057,2026
rayo-vallecano-84685,84685,rayo-vallecano,RAYO VALLECANO,Rayo Vallecano,23,Centrocampista,centrocampista,Jugador,jugador,Óscar Valentín,Óscar V.,Óscar,Valentín,1994-08-20,Ajofrín,ES,177,72,false,true,false,false,https://assets.laliga.com/squad/2026/t184/p433161/512x556/p433161_t184_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t184/p433161/1024x1113/p433161_t184_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t184/p433161/512x512/p433161_t184_2026_0_002_000.jpg,8554,p433161,2026
rayo-vallecano-84688,84688,rayo-vallecano,RAYO VALLECANO,Rayo Vallecano,31,Centrocampista,centrocampista,Jugador,jugador,Marco Román,M. Román,Marco,Román,2006-05-03,,ES,181,,false,true,false,false,https://assets.laliga.com/squad/2026/t184/default/512x556/default_t184_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t184/default/1024x1113/default_t184_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t184/default/512x512/default_t184_2026_0_002_000.jpg,44505,p722839,2026
rayo-vallecano-86918,86918,rayo-vallecano,RAYO VALLECANO,Rayo Vallecano,36,Centrocampista,centrocampista,Jugador,jugador,Gnangoro Bouare Samake,G. Bouaré,Gnangoro,Bouare Samake,2004-08-13,,ES,,,false,true,false,false,https://assets.laliga.com/squad/2026/t184/default/512x556/default_t184_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t184/default/1024x1113/default_t184_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t184/default/512x512/default_t184_2026_0_002_000.jpg,47125,p747880,2026
rayo-vallecano-84690,84690,rayo-vallecano,RAYO VALLECANO,Rayo Vallecano,9,Delantero,delantero,Jugador,jugador,Alexandre Zurawski,Alemâo,Alexandre,Zurawski,1998-04-01,Campo Erê,BR,182,88,false,true,false,false,https://assets.laliga.com/squad/2026/t184/p483116/512x556/p483116_t184_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t184/p483116/1024x1113/p483116_t184_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t184/p483116/512x512/p483116_t184_2026_0_002_000.jpg,33150,p483116,2026
rayo-vallecano-84691,84691,rayo-vallecano,RAYO VALLECANO,Rayo Vallecano,10,Delantero,delantero,Jugador,jugador,Sergio Camello,Camello,Sergio,Camello,2001-02-10,Madrid,ES,177,69,false,true,false,false,https://assets.laliga.com/squad/2026/t184/p248507/512x556/p248507_t184_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t184/p248507/1024x1113/p248507_t184_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t184/p248507/512x512/p248507_t184_2026_0_002_000.jpg,9784,p248507,2026
rayo-vallecano-86580,86580,rayo-vallecano,RAYO VALLECANO,Rayo Vallecano,14,Delantero,delantero,Jugador,jugador,Giorgi Tsitaishvili,G.tsitaishvili,Giorgi,Tsitaishvili,2000-11-18,Rischon LeZion,GE,171,63,false,true,false,false,https://assets.laliga.com/squad/2026/t184/default/512x556/default_t184_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t184/default/1024x1113/default_t184_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t184/default/512x512/default_t184_2026_0_002_000.jpg,9557,p451017,2026
rayo-vallecano-86662,86662,rayo-vallecano,RAYO VALLECANO,Rayo Vallecano,34,Delantero,delantero,Jugador,jugador,Iván Alonso,Alonso,Iván,Alonso,2006-03-15,,ES,,,false,true,false,false,https://assets.laliga.com/squad/2026/t184/default/512x556/default_t184_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t184/default/1024x1113/default_t184_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t184/default/512x512/default_t184_2026_0_002_000.jpg,47206,p499356,2026
rayo-vallecano-84689,84689,rayo-vallecano,RAYO VALLECANO,Rayo Vallecano,,Delantero,delantero,Jugador,jugador,Raúl de Tomás,Rdt,Raúl,de Tomás,1994-10-17,Madrid,ES,178,72,false,true,false,false,https://assets.laliga.com/squad/2026/t184/default/512x556/default_t184_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t184/default/1024x1113/default_t184_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t184/default/512x512/default_t184_2026_0_002_000.jpg,1070,p119403,2026
rayo-vallecano-86596,86596,rayo-vallecano,RAYO VALLECANO,Rayo Vallecano,,Segundo entrenador,segundo-entrenador,Segundo entrenador,segundo-entrenador,Iban Fagoaga,Fagoaga,Iban,Fagoaga,1980-03-26,Bera de Bidasoa,ES,,,false,true,false,false,https://assets.laliga.com/assets/useful/default-player/512x556/manager_001.png,https://assets.laliga.com/assets/useful/default-player/1024x1113/manager_001.png,https://assets.laliga.com/assets/useful/default-player/512x512/manager_002.jpeg,40238,man61863,2026
real-sociedad-84818,84818,real-sociedad,REAL SOCIEDAD,Real Sociedad,,Entrenador,entrenador,Entrenador,entrenador,Pellegrino Matarazzo,Matarazzo,Pellegrino,Matarazzo,1977-11-28,Wane,US,,,false,true,false,false,https://assets.laliga.com/squad/2026/t188/man49629/512x556/man49629_t188_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t188/man49629/1024x1113/man49629_t188_2026_0_001_000.png,,18118,man49629,2026
real-sociedad-84777,84777,real-sociedad,REAL SOCIEDAD,Real Sociedad,1,Portero,portero,Jugador,jugador,Álex Remiro,A. Remiro,Álex,Remiro,1995-03-24,Cascante,ES,191,79,false,true,false,false,https://assets.laliga.com/squad/2026/t188/p197316/512x556/p197316_t188_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t188/p197316/1024x1113/p197316_t188_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t188/p197316/512x512/p197316_t188_2026_0_002_000.jpg,1793,p197316,2026
real-sociedad-84778,84778,real-sociedad,REAL SOCIEDAD,Real Sociedad,13,Portero,portero,Jugador,jugador,Unai Marrero,Marrero,Unai,Marrero,2001-10-09,San Sebastián,ES,189,82,false,true,false,false,https://assets.laliga.com/squad/2026/t188/p523062/512x556/p523062_t188_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t188/p523062/1024x1113/p523062_t188_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t188/p523062/512x512/p523062_t188_2026_0_002_000.jpg,16406,p523062,2026
real-sociedad-84782,84782,real-sociedad,REAL SOCIEDAD,Real Sociedad,2,Defensa,defensa,Jugador,jugador,Jon Aramburu,Aramburu,Jon,Aramburu,2002-07-23,Caracas,VE,176,71,false,true,false,false,https://assets.laliga.com/squad/2026/t188/p479816/512x556/p479816_t188_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t188/p479816/1024x1113/p479816_t188_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t188/p479816/512x512/p479816_t188_2026_0_002_000.jpg,31630,p479816,2026
real-sociedad-84783,84783,real-sociedad,REAL SOCIEDAD,Real Sociedad,3,Defensa,defensa,Jugador,jugador,Aihen Muñoz,Aihen,Aihen,Muñoz,1997-08-16,Etxauri,ES,175,68,false,true,false,false,https://assets.laliga.com/squad/2026/t188/p472145/512x556/p472145_t188_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t188/p472145/1024x1113/p472145_t188_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t188/p472145/512x512/p472145_t188_2026_0_002_000.jpg,9539,p472145,2026
real-sociedad-84784,84784,real-sociedad,REAL SOCIEDAD,Real Sociedad,5,Defensa,defensa,Jugador,jugador,Igor Zubeldia,Zubeldia,Igor,Zubeldia,1997-03-30,Azkoitia,ES,181,73,false,true,false,false,https://assets.laliga.com/squad/2026/t188/p216475/512x556/p216475_t188_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t188/p216475/1024x1113/p216475_t188_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t188/p216475/512x512/p216475_t188_2026_0_002_000.jpg,4468,p216475,2026
real-sociedad-84788,84788,real-sociedad,REAL SOCIEDAD,Real Sociedad,6,Defensa,defensa,Jugador,jugador,Jon Martín,Jon Martín,Jon,Martín,2006-04-23,Donostia-San Sebastián,ES,186,83,false,true,false,false,https://assets.laliga.com/squad/2026/t188/p620617/512x556/p620617_t188_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t188/p620617/1024x1113/p620617_t188_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t188/p620617/512x512/p620617_t188_2026_0_002_000.jpg,33252,p620617,2026
real-sociedad-84786,84786,real-sociedad,REAL SOCIEDAD,Real Sociedad,16,Defensa,defensa,Jugador,jugador,Jon Pacheco,J. Pacheco,Jon,Pacheco,2001-01-08,Elizondo,ES,184,77,false,true,false,false,https://assets.laliga.com/squad/2026/t188/default/512x556/default_t188_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t188/default/1024x1113/default_t188_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t188/default/512x512/default_t188_2026_0_002_000.jpg,12675,p449931,2026
real-sociedad-84810,84810,real-sociedad,REAL SOCIEDAD,Real Sociedad,17,Defensa,defensa,Jugador,jugador,Sergio Gómez,Sergio Gómez,Sergio,Gómez,2000-09-04,Badalona,ES,173,71,false,true,false,false,https://assets.laliga.com/squad/2026/t188/p437468/512x556/p437468_t188_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t188/p437468/1024x1113/p437468_t188_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t188/p437468/512x512/p437468_t188_2026_0_002_000.jpg,7252,p437468,2026
real-sociedad-86944,86944,real-sociedad,REAL SOCIEDAD,Real Sociedad,19,Defensa,defensa,Jugador,jugador,Mamadou Sarr,M.sarr,Mamadou,Sarr,2005-08-29,Martigues,SN,194,77,false,true,true,false,https://assets.laliga.com/squad/2026/t188/default/512x556/default_t188_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t188/default/1024x1113/default_t188_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t188/default/512x512/default_t188_2026_0_002_000.jpg,31808,p574458,2026
real-sociedad-84787,84787,real-sociedad,REAL SOCIEDAD,Real Sociedad,20,Defensa,defensa,Jugador,jugador,Álvaro Odriozola,Odriozola,Álvaro,Odriozola,1995-12-14,San Sebastián,ES,176,66,false,true,false,false,https://assets.laliga.com/squad/2026/t188/p201172/512x556/p201172_t188_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t188/p201172/1024x1113/p201172_t188_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t188/p201172/512x512/p201172_t188_2026_0_002_000.jpg,4481,p201172,2026
real-sociedad-86978,86978,real-sociedad,REAL SOCIEDAD,Real Sociedad,22,Defensa,defensa,Jugador,jugador,Héctor Fort,H. Fort,Héctor,Fort,2006-08-02,,ES,185,78,false,true,false,false,https://assets.laliga.com/squad/2026/t188/default/512x556/default_t188_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t188/default/1024x1113/default_t188_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t188/default/512x512/default_t188_2026_0_002_000.jpg,32815,p499310,2026
real-sociedad-84800,84800,real-sociedad,REAL SOCIEDAD,Real Sociedad,28,Defensa,defensa,Jugador,jugador,Alex Lebarbier,Lebarbier,Alex,Lebarbier,2004-08-23,Paris,FR,184,71,false,true,false,false,https://assets.laliga.com/squad/2026/t188/p627656/512x556/p627656_t188_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t188/p627656/1024x1113/p627656_t188_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t188/p627656/512x512/p627656_t188_2026_0_002_000.jpg,33253,p627656,2026
real-sociedad-84790,84790,real-sociedad,REAL SOCIEDAD,Real Sociedad,34,Defensa,defensa,Jugador,jugador,Luken Beitia,Beitia,Luken,Beitia,2004-06-30,Elgoibar,ES,191,77,false,true,false,false,https://assets.laliga.com/squad/2026/t188/p612301/512x556/p612301_t188_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t188/p612301/1024x1113/p612301_t188_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t188/p612301/512x512/p612301_t188_2026_0_002_000.jpg,39525,p612301,2026
real-sociedad-84791,84791,real-sociedad,REAL SOCIEDAD,Real Sociedad,4,Centrocampista,centrocampista,Jugador,jugador,Jon Gorrotxategi,Gorrotxa,Jon,Gorrotxategi,2002-09-02,Eibar,ES,177,74,false,true,false,false,https://assets.laliga.com/squad/2026/t188/p546812/512x556/p546812_t188_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t188/p546812/1024x1113/p546812_t188_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t188/p546812/512x512/p546812_t188_2026_0_002_000.jpg,37594,p546812,2026
real-sociedad-84805,84805,real-sociedad,REAL SOCIEDAD,Real Sociedad,7,Centrocampista,centrocampista,Jugador,jugador,Ander Barrenetxea,Barrene,Ander,Barrenetxea,2001-12-27,San Sebastián,ES,175,74,false,true,false,false,https://assets.laliga.com/squad/2026/t188/p471138/512x556/p471138_t188_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t188/p471138/1024x1113/p471138_t188_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t188/p471138/512x512/p471138_t188_2026_0_002_000.jpg,9582,p471138,2026
real-sociedad-84792,84792,real-sociedad,REAL SOCIEDAD,Real Sociedad,8,Centrocampista,centrocampista,Jugador,jugador,Beñat Turrientes,Turrientes,Beñat,Turrientes,2002-01-31,Beasain,ES,181,70,false,true,false,false,https://assets.laliga.com/squad/2026/t188/p488026/512x556/p488026_t188_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t188/p488026/1024x1113/p488026_t188_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t188/p488026/512x512/p488026_t188_2026_0_002_000.jpg,15848,p488026,2026
real-sociedad-84808,84808,real-sociedad,REAL SOCIEDAD,Real Sociedad,11,Centrocampista,centrocampista,Jugador,jugador,Gonçalo Manuel Ganchinho Guedes,Guedes,Gonçalo Manuel,Ganchinho Guedes,1996-11-29,Benavente,PT,179,72,true,true,false,false,https://assets.laliga.com/squad/2026/t188/p181284/512x556/p181284_t188_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t188/p181284/1024x1113/p181284_t188_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t188/p181284/512x512/p181284_t188_2026_0_002_000.jpg,2663,p181284,2026
real-sociedad-84816,84816,real-sociedad,REAL SOCIEDAD,Real Sociedad,12,Centrocampista,centrocampista,Jugador,jugador,Job Ochieng,Ochieng,Job,Ochieng,2003-01-17,Nairobi,KE,185,75,false,true,false,false,https://assets.laliga.com/squad/2026/t188/p612309/512x556/p612309_t188_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t188/p612309/1024x1113/p612309_t188_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t188/p612309/512x512/p612309_t188_2026_0_002_000.jpg,40951,p612309,2026
real-sociedad-84809,84809,real-sociedad,REAL SOCIEDAD,Real Sociedad,14,Centrocampista,centrocampista,Jugador,jugador,Takefusa Kubo,Take,Takefusa,Kubo,2001-06-04,Kawasaki,JP,173,67,false,true,false,false,https://assets.laliga.com/squad/2026/t188/p219271/512x556/p219271_t188_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t188/p219271/1024x1113/p219271_t188_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t188/p219271/512x512/p219271_t188_2026_0_002_000.jpg,12132,p219271,2026
real-sociedad-84794,84794,real-sociedad,REAL SOCIEDAD,Real Sociedad,15,Centrocampista,centrocampista,Jugador,jugador,Pablo Marín,Marin,Pablo,Marín,2003-07-03,Logroño,ES,178,71,false,true,false,false,https://assets.laliga.com/squad/2026/t188/p547455/512x556/p547455_t188_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t188/p547455/1024x1113/p547455_t188_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t188/p547455/512x512/p547455_t188_2026_0_002_000.jpg,23692,p547455,2026
real-sociedad-84795,84795,real-sociedad,REAL SOCIEDAD,Real Sociedad,18,Centrocampista,centrocampista,Jugador,jugador,Carlos Soler,C.soler,Carlos,Soler,1997-01-02,Valencia,ES,180,76,false,true,false,false,https://assets.laliga.com/squad/2026/t188/p224860/512x556/p224860_t188_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t188/p224860/1024x1113/p224860_t188_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t188/p224860/512x512/p224860_t188_2026_0_002_000.jpg,4451,p224860,2026
real-sociedad-84793,84793,real-sociedad,REAL SOCIEDAD,Real Sociedad,21,Centrocampista,centrocampista,Jugador,jugador,Yangel Herrera,Herrera,Yangel,Herrera,1998-01-07,La Guaira,VE,184,78,true,true,false,false,https://assets.laliga.com/squad/2026/t188/p226541/512x556/p226541_t188_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t188/p226541/1024x1113/p226541_t188_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t188/p226541/512x512/p226541_t188_2026_0_002_000.jpg,9658,p226541,2026
real-sociedad-84796,84796,real-sociedad,REAL SOCIEDAD,Real Sociedad,23,Centrocampista,centrocampista,Jugador,jugador,Arsen Zakharyan,Zakharyan,Arsen,Zakharyan,2003-05-26,Samara,RU,182,73,false,true,false,false,https://assets.laliga.com/squad/2026/t188/p475612/512x556/p475612_t188_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t188/p475612/1024x1113/p475612_t188_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t188/p475612/512x512/p475612_t188_2026_0_002_000.jpg,19103,p475612,2026
real-sociedad-84799,84799,real-sociedad,REAL SOCIEDAD,Real Sociedad,24,Centrocampista,centrocampista,Jugador,jugador,Luka Sucic,Sucic,Luka,Sucic,2002-09-08,Linz,HR,185,78,false,true,false,false,https://assets.laliga.com/squad/2026/t188/p464166/512x556/p464166_t188_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t188/p464166/1024x1113/p464166_t188_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t188/p464166/512x512/p464166_t188_2026_0_002_000.jpg,15823,p464166,2026
real-sociedad-84803,84803,real-sociedad,REAL SOCIEDAD,Real Sociedad,26,Centrocampista,centrocampista,Jugador,jugador,Ibai Aguirre,Aguirre,Ibai,Aguirre,2007-01-10,Mutriku,ES,185,69,false,true,false,false,https://assets.laliga.com/squad/2026/t188/p634238/512x556/p634238_t188_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t188/p634238/1024x1113/p634238_t188_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t188/p634238/512x512/p634238_t188_2026_0_002_000.jpg,41804,p634238,2026
real-sociedad-84814,84814,real-sociedad,REAL SOCIEDAD,Real Sociedad,29,Centrocampista,centrocampista,Jugador,jugador,Alex Marchal,Marchal,Alex,Marchal,2007-09-17,Antsoain,ES,180,70,false,true,false,false,https://assets.laliga.com/squad/2026/t188/p634254/512x556/p634254_t188_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t188/p634254/1024x1113/p634254_t188_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t188/p634254/512x512/p634254_t188_2026_0_002_000.jpg,39529,p634254,2026
real-sociedad-84806,84806,real-sociedad,REAL SOCIEDAD,Real Sociedad,9,Delantero,delantero,Jugador,jugador,Orri Óskarsson,Oskarsson,Orri,Óskarsson,2004-08-29,Reykjavik,IS,186,76,false,true,false,false,https://assets.laliga.com/squad/2026/t188/p507438/512x556/p507438_t188_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t188/p507438/1024x1113/p507438_t188_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t188/p507438/512x512/p507438_t188_2026_0_002_000.jpg,30448,p507438,2026
